instance,pb,n,p,coef,rangemin,rangemax,nodesel,varsel,OB,solved,YN,nbnodes,mindepthT,maxdepthT,avgdepthT,avgdepthYN,nbleaf,nbinfeas,pctinfeas,tpsinfeas,nbopt,pctopt,tpsopt,nbdomi,pctdomi,avgdomi,nbLB,avgfacets,avgNDf,pctavgNDf, avgWNDf,pctWNDf,maxfacets,maxNDf,pctmaxNDf, maxWNDf,pctmaxWNDf,tpstotal,tpsLB,pcttpsLB,tpsdomi,pcttpsdomi,tpsUB,pcttpsUB,tpsnodesel,pcttpsnodesel,tpsvarsel,pcttpsvarsel,tpsOB,pcttpsOB,tpsSLUB,pcttpsSLUB,tpsdomiLUB,pcttpsdomiLUB,nbOB,pctnbOB,avgdepthOB,mindepthOB,maxdepthOB,avgnbpbOB,maxnbpbOB,ratioNDcoef
Forget20-KP_20_3_1000-2000_2box_1_1,KP,20,3,2box,1000,2000,depth,mof,None,1,69,6841,6,21,15.89,12.45,3421,677,19.79,0.32,725,21.19,0.46,2019,59.02,0.85,6164,5.93,0.27,4.63,5.66,95.44,41,14,34.15,27,65.85,4.96,4.56,91.84,0.25,5.07,0.02,0.45,0.0,0.02,0.01,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1000-2000_2box_1_1,KP,20,3,2box,1000,2000,breadth,mof,None,1,69,2689,5,21,14.77,12.45,1345,133,9.89,0.31,263,19.55,0.45,949,70.56,0.94,2556,7.32,0.52,7.15,6.8,92.84,41,14,34.15,27,65.85,2.28,2.02,88.71,0.18,7.77,0.0,0.18,0.0,0.02,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1000-2000_2box_1_1,KP,20,3,2box,1000,2000,depth,mfavg,None,1,69,5087,6,21,16.36,12.68,2544,861,33.84,0.32,468,18.4,0.46,1215,47.76,0.87,4226,5.43,0.32,5.92,5.11,94.09,41,13,31.71,28,68.29,3.49,3.22,92.19,0.15,4.22,0.01,0.18,0.0,0.02,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.01,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1000-2000_2box_1_1,KP,20,3,2box,1000,2000,breadth,mfavg,None,1,69,2661,5,21,15.47,12.68,1331,327,24.57,0.32,242,18.18,0.45,762,57.25,1.0,2334,6.14,0.45,7.27,5.69,92.68,41,13,31.71,28,68.29,2.07,1.86,89.8,0.14,6.92,0.0,0.17,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1000-2000_2box_10_10,KP,20,3,2box,1000,2000,depth,mof,None,1,27,1193,5,18,12.15,8.93,597,6,1.01,0.32,146,24.46,0.42,445,74.54,0.75,1187,7.73,0.05,0.68,7.68,99.3,42,14,33.33,28,66.67,0.9,0.83,92.89,0.03,3.64,0.0,0.31,0.0,0.01,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1000-2000_2box_10_10,KP,20,3,2box,1000,2000,breadth,mof,None,1,27,853,5,15,11.26,8.93,427,0,0.0,0.0,113,26.46,0.42,314,73.54,0.84,853,8.62,0.08,0.87,8.54,99.12,42,14,33.33,28,66.67,0.69,0.63,92.06,0.04,5.78,0.0,0.3,0.0,0.01,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1000-2000_2box_10_10,KP,20,3,2box,1000,2000,depth,mfavg,None,1,27,1485,6,21,12.59,7.41,743,48,6.46,0.32,137,18.44,0.43,558,75.1,0.66,1437,6.36,0.36,5.65,6.0,94.32,42,14,33.33,28,66.67,1.0,0.93,93.58,0.04,3.64,0.0,0.23,0.0,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1000-2000_2box_10_10,KP,20,3,2box,1000,2000,breadth,mfavg,None,1,27,1049,6,15,11.44,7.41,525,0,0.0,0.0,97,18.48,0.48,428,81.52,0.71,1049,7.19,0.46,6.34,6.73,93.63,42,14,33.33,28,66.67,0.77,0.71,92.3,0.04,5.5,0.0,0.21,0.0,0.02,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.01,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1000-2000_2box_2_2,KP,20,3,2box,1000,2000,depth,mof,None,1,49,2283,6,21,12.86,11.9,1142,4,0.35,0.32,391,34.24,0.43,747,65.41,0.79,2279,7.45,0.39,5.19,7.06,94.77,31,3,9.68,28,90.32,1.67,1.54,92.08,0.08,4.66,0.0,0.21,0.0,0.02,0.0,0.14,0.0,0.01,0.0,0.0,0.0,0.01,0,0.0,0.0,2147483647,0,0.0,0,0.45
Forget20-KP_20_3_1000-2000_2box_2_2,KP,20,3,2box,1000,2000,breadth,mof,None,1,49,2209,6,21,12.8,11.9,1105,1,0.09,0.3,405,36.65,0.44,699,63.26,0.88,2208,7.59,0.4,5.31,7.18,94.63,31,3,9.68,28,90.32,1.68,1.49,88.32,0.14,8.51,0.0,0.28,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.45
Forget20-KP_20_3_1000-2000_2box_2_2,KP,20,3,2box,1000,2000,depth,mfavg,None,1,49,2963,6,20,13.07,12.22,1482,30,2.02,0.31,362,24.43,0.42,1090,73.55,0.8,2933,6.75,0.34,5.04,6.41,94.91,31,3,9.68,28,90.32,2.13,1.93,90.58,0.14,6.36,0.0,0.18,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.45
Forget20-KP_20_3_1000-2000_2box_2_2,KP,20,3,2box,1000,2000,breadth,mfavg,None,1,49,2953,7,20,12.84,12.22,1477,20,1.35,0.31,359,24.31,0.42,1098,74.34,0.86,2933,6.88,0.35,5.02,6.53,94.94,31,3,9.68,28,90.32,2.22,1.92,86.84,0.23,10.3,0.01,0.53,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.45
Forget20-KP_20_3_1000-2000_2box_3_3,KP,20,3,2box,1000,2000,depth,mof,None,1,62,819,5,18,11.26,9.85,410,3,0.73,0.31,101,24.63,0.43,306,74.63,0.71,816,7.3,0.1,1.31,7.2,98.65,37,9,24.32,28,75.68,0.57,0.51,89.61,0.04,6.74,0.01,1.35,0.0,0.02,0.0,0.14,0.0,0.01,0.0,0.0,0.0,0.01,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1000-2000_2box_3_3,KP,20,3,2box,1000,2000,breadth,mof,None,1,62,709,5,18,10.88,9.85,355,0,0.0,0.0,93,26.2,0.43,262,73.8,0.78,709,7.51,0.09,1.18,7.42,98.79,37,9,24.32,28,75.68,0.51,0.44,87.36,0.05,9.04,0.0,0.29,0.0,0.02,0.0,0.13,0.0,0.01,0.0,0.0,0.0,0.01,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1000-2000_2box_3_3,KP,20,3,2box,1000,2000,depth,mfavg,None,1,62,1079,5,20,12.04,10.45,540,6,1.11,0.3,106,19.63,0.43,428,79.26,0.68,1073,6.43,0.25,3.94,6.18,96.06,37,9,24.32,28,75.68,0.73,0.66,90.83,0.04,5.99,0.0,0.29,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1000-2000_2box_3_3,KP,20,3,2box,1000,2000,breadth,mfavg,None,1,62,857,5,17,11.27,10.45,429,0,0.0,0.0,98,22.84,0.43,331,77.16,0.72,857,6.85,0.26,3.78,6.6,96.29,37,9,24.32,28,75.68,0.61,0.54,89.53,0.04,7.26,0.0,0.23,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1000-2000_2box_4_4,KP,20,3,2box,1000,2000,depth,mof,None,1,12,663,5,20,12.11,6.5,332,12,3.61,0.3,44,13.25,0.41,276,83.13,0.79,651,7.64,0.48,6.26,7.17,93.8,33,9,27.27,24,72.73,0.49,0.46,94.08,0.02,3.97,0.0,0.17,0.0,0.01,0.0,0.14,0.0,0.01,0.0,0.0,0.0,0.01,0,0.0,0.0,2147483647,0,0.0,0,0.25
Forget20-KP_20_3_1000-2000_2box_4_4,KP,20,3,2box,1000,2000,breadth,mof,None,1,12,463,5,20,11.86,6.5,232,9,3.88,0.3,41,17.67,0.41,182,78.45,0.85,454,8.18,0.65,7.95,7.53,92.05,33,9,27.27,24,72.73,0.35,0.33,94.06,0.01,3.94,0.0,0.22,0.0,0.02,0.0,0.13,0.0,0.01,0.0,0.0,0.0,0.01,0,0.0,0.0,2147483647,0,0.0,0,0.25
Forget20-KP_20_3_1000-2000_2box_4_4,KP,20,3,2box,1000,2000,depth,mfavg,None,1,12,679,5,18,11.84,7.42,340,7,2.06,0.31,37,10.88,0.4,296,87.06,0.69,672,6.41,0.44,6.85,5.97,93.09,32,9,28.12,23,71.88,0.44,0.42,95.33,0.01,2.61,0.0,0.16,0.0,0.01,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.01,0,0.0,0.0,2147483647,0,0.0,0,0.25
Forget20-KP_20_3_1000-2000_2box_4_4,KP,20,3,2box,1000,2000,breadth,mfavg,None,1,12,495,5,18,11.2,7.42,248,3,1.21,0.29,35,14.11,0.4,210,84.68,0.75,492,6.97,0.6,8.58,6.37,91.41,32,9,28.12,23,71.88,0.34,0.32,93.68,0.01,4.23,0.0,0.24,0.0,0.02,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.01,0,0.0,0.0,2147483647,0,0.0,0,0.25
Forget20-KP_20_3_1000-2000_2box_5_5,KP,20,3,2box,1000,2000,depth,mof,None,1,27,1453,5,20,13.25,7.89,727,27,3.71,0.3,116,15.96,0.47,584,80.33,0.75,1426,7.39,0.27,3.62,7.13,96.43,26,4,15.38,22,84.62,1.06,1.0,93.7,0.03,3.29,0.0,0.18,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1000-2000_2box_5_5,KP,20,3,2box,1000,2000,breadth,mof,None,1,27,615,5,19,10.85,7.89,308,1,0.32,0.32,48,15.58,0.42,259,84.09,0.91,614,9.88,0.46,4.66,9.42,95.36,26,4,15.38,22,84.62,0.52,0.48,92.05,0.03,5.05,0.0,0.22,0.0,0.02,0.0,0.12,0.0,0.01,0.0,0.0,0.0,0.01,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1000-2000_2box_5_5,KP,20,3,2box,1000,2000,depth,mfavg,None,1,27,1107,5,21,12.99,8.44,554,36,6.5,0.3,91,16.43,0.48,427,77.08,0.72,1071,6.46,0.29,4.56,6.16,95.38,26,4,15.38,22,84.62,0.74,0.69,93.68,0.02,2.78,0.0,0.17,0.0,0.01,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.01,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1000-2000_2box_5_5,KP,20,3,2box,1000,2000,breadth,mfavg,None,1,27,683,5,19,11.45,8.44,342,4,1.17,0.3,54,15.79,0.53,284,83.04,0.81,679,7.43,0.35,4.77,7.08,95.27,26,4,15.38,22,84.62,0.51,0.47,93.14,0.02,4.89,0.0,0.18,0.0,0.02,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.01,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1000-2000_2box_6_6,KP,20,3,2box,1000,2000,depth,mof,None,1,3,223,4,18,11.19,6.67,112,1,0.89,0.31,11,9.82,0.42,100,89.29,0.61,222,6.65,0.2,2.96,6.45,96.97,18,3,16.67,15,83.33,0.14,0.13,91.35,0.0,2.04,0.0,0.15,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,0.0,0.01,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1000-2000_2box_6_6,KP,20,3,2box,1000,2000,breadth,mof,None,1,3,223,4,18,11.19,6.67,112,1,0.89,0.31,11,9.82,0.41,100,89.29,0.6,222,6.65,0.2,2.96,6.46,97.08,18,3,16.67,15,83.33,0.13,0.13,95.73,0.0,2.14,0.0,0.17,0.0,0.02,0.0,0.14,0.0,0.01,0.0,0.0,0.0,0.01,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1000-2000_2box_6_6,KP,20,3,2box,1000,2000,depth,mfavg,None,1,3,211,4,18,10.33,6.0,106,1,0.94,0.31,9,8.49,0.39,96,90.57,0.6,210,6.31,0.05,0.82,6.25,99.12,18,3,16.67,15,83.33,0.12,0.12,95.75,0.0,2.11,0.0,0.2,0.0,0.02,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.01,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1000-2000_2box_6_6,KP,20,3,2box,1000,2000,breadth,mfavg,None,1,3,211,4,18,10.33,6.0,106,1,0.94,0.31,9,8.49,0.39,96,90.57,0.65,210,6.31,0.05,0.83,6.26,99.24,18,3,16.67,15,83.33,0.13,0.12,95.62,0.0,2.2,0.0,0.14,0.0,0.03,0.0,0.07,0.0,0.01,0.0,0.0,0.0,0.01,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1000-2000_2box_7_7,KP,20,3,2box,1000,2000,depth,mof,None,1,24,1381,4,20,13.54,8.83,691,56,8.1,0.31,81,11.72,0.44,554,80.17,0.77,1325,7.03,0.15,2.18,6.88,97.84,37,11,29.73,26,70.27,1.06,1.0,93.86,0.04,3.68,0.0,0.2,0.0,0.02,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.4
Forget20-KP_20_3_1000-2000_2box_7_7,KP,20,3,2box,1000,2000,breadth,mof,None,1,24,729,6,18,11.7,8.83,365,6,1.64,0.31,62,16.99,0.43,297,81.37,0.92,723,8.95,0.33,3.73,8.61,96.24,37,11,29.73,26,70.27,0.63,0.58,93.13,0.03,4.02,0.0,0.22,0.0,0.01,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.4
Forget20-KP_20_3_1000-2000_2box_7_7,KP,20,3,2box,1000,2000,depth,mfavg,None,1,24,1449,6,20,12.94,7.62,725,59,8.14,0.3,63,8.69,0.45,603,83.17,0.76,1390,6.78,0.18,2.69,6.6,97.28,37,11,29.73,26,70.27,1.1,1.04,95.12,0.03,2.45,0.01,0.69,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.4
Forget20-KP_20_3_1000-2000_2box_7_7,KP,20,3,2box,1000,2000,breadth,mfavg,None,1,24,703,6,19,12.01,7.62,352,9,2.56,0.3,49,13.92,0.43,294,83.52,0.92,694,7.86,0.25,3.13,7.61,96.84,37,11,29.73,26,70.27,0.58,0.54,92.83,0.03,4.4,0.0,0.19,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.4
Forget20-KP_20_3_1000-2000_2box_8_8,KP,20,3,2box,1000,2000,depth,mof,None,1,215,10779,7,21,15.57,13.82,5390,298,5.53,0.31,2338,43.38,0.46,2754,51.09,1.05,10481,6.82,0.18,2.57,6.65,97.45,41,8,19.51,33,80.49,8.68,7.39,85.08,0.94,10.87,0.03,0.37,0.0,0.01,0.01,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1000-2000_2box_8_8,KP,20,3,2box,1000,2000,breadth,mof,None,1,215,8567,7,21,15.13,13.82,4284,73,1.7,0.31,2065,48.2,0.46,2146,50.09,1.43,8494,7.36,0.21,2.88,7.14,97.07,41,8,19.51,33,80.49,8.1,6.22,76.77,1.5,18.53,0.03,0.39,0.0,0.02,0.01,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1000-2000_2box_8_8,KP,20,3,2box,1000,2000,depth,mfavg,None,1,215,14573,8,21,16.15,13.9,7287,1250,17.15,0.32,2202,30.22,0.47,3835,52.63,1.12,13323,5.76,0.46,8.05,5.3,92.0,42,11,26.19,31,73.81,11.8,9.8,83.03,1.59,13.43,0.03,0.27,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1000-2000_2box_8_8,KP,20,3,2box,1000,2000,breadth,mfavg,None,1,215,11857,8,21,15.66,13.9,5929,782,13.19,0.31,1829,30.85,0.5,3318,55.96,1.31,11075,6.07,0.5,8.23,5.57,91.81,42,11,26.19,31,73.81,11.24,8.31,73.9,2.13,18.96,0.04,0.34,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1000-2000_2box_9_9,KP,20,3,2box,1000,2000,depth,mof,None,1,52,2817,7,21,13.0,11.23,1409,55,3.9,0.31,291,20.65,0.43,1063,75.44,0.77,2762,7.23,0.41,5.63,6.82,94.33,26,4,15.38,22,84.62,1.98,1.82,92.01,0.09,4.79,0.01,0.26,0.0,0.02,0.0,0.14,0.0,0.01,0.0,0.0,0.0,0.01,0,0.0,0.0,2147483647,0,0.0,0,0.45
Forget20-KP_20_3_1000-2000_2box_9_9,KP,20,3,2box,1000,2000,breadth,mof,None,1,52,1755,6,21,12.24,11.23,878,13,1.48,0.31,212,24.15,0.42,653,74.37,0.88,1742,7.75,0.4,5.11,7.36,94.91,26,4,15.38,22,84.62,1.33,1.19,89.33,0.11,8.38,0.0,0.25,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.45
Forget20-KP_20_3_1000-2000_2box_9_9,KP,20,3,2box,1000,2000,depth,mfavg,None,1,52,2291,5,21,12.94,12.23,1146,39,3.4,0.31,282,24.61,0.43,825,71.99,0.79,2252,6.87,0.46,6.64,6.41,93.33,26,4,15.38,22,84.62,1.59,1.45,91.34,0.08,5.36,0.0,0.23,0.0,0.02,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.01,0,0.0,0.0,2147483647,0,0.0,0,0.45
Forget20-KP_20_3_1000-2000_2box_9_9,KP,20,3,2box,1000,2000,breadth,mfavg,None,1,52,2057,6,21,12.53,12.23,1029,28,2.72,0.33,248,24.1,0.43,753,73.18,0.81,2029,6.91,0.43,6.19,6.48,93.81,26,4,15.38,22,84.62,1.46,1.31,89.6,0.11,7.49,0.0,0.21,0.0,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.45
Forget20-KP_20_3_1-1000_2box_1_1,KP,20,3,2box,1,1000,depth,mof,None,1,92,10201,6,21,15.99,11.51,5101,357,7.0,0.32,1840,36.07,0.45,2904,56.93,1.51,9844,10.44,1.0,9.56,9.45,90.48,83,36,43.37,47,56.63,13.2,12.18,92.27,0.74,5.63,0.04,0.29,0.0,0.01,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1-1000_2box_1_1,KP,20,3,2box,1,1000,breadth,mof,None,1,92,4019,6,21,14.91,11.51,2010,62,3.08,0.33,621,30.9,0.46,1327,66.02,1.78,3957,13.06,1.64,12.54,11.42,87.42,83,36,43.37,47,56.63,6.23,5.64,90.51,0.46,7.31,0.01,0.19,0.0,0.01,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1-1000_2box_1_1,KP,20,3,2box,1,1000,depth,mfavg,None,1,92,9039,7,21,16.0,12.84,4520,915,20.24,0.32,581,12.85,0.49,3024,66.9,1.49,8124,10.86,1.21,11.11,9.66,88.93,83,36,43.37,47,56.63,12.57,11.78,93.7,0.57,4.56,0.02,0.16,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1-1000_2box_1_1,KP,20,3,2box,1,1000,breadth,mfavg,None,1,92,5927,8,21,15.04,12.84,2964,348,11.74,0.31,313,10.56,0.49,2303,77.7,1.6,5579,12.5,1.5,11.99,11.01,88.05,83,36,43.37,47,56.63,9.23,8.44,91.39,0.62,6.68,0.01,0.15,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1-1000_2box_10_10,KP,20,3,2box,1,1000,depth,mof,None,1,104,15567,8,21,16.17,13.45,7784,420,5.4,0.32,3340,42.91,0.45,4024,51.7,1.38,15147,9.28,1.1,11.82,8.18,88.15,88,45,51.14,43,48.86,17.76,16.09,90.61,1.23,6.91,0.04,0.23,0.0,0.01,0.02,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1-1000_2box_10_10,KP,20,3,2box,1,1000,breadth,mof,None,1,104,9645,8,21,15.31,13.45,4823,114,2.36,0.31,1526,31.64,0.46,3183,66.0,1.46,9531,11.03,1.42,12.84,9.61,87.12,88,45,51.14,43,48.86,12.82,11.26,87.81,1.04,8.08,0.02,0.19,0.0,0.01,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1-1000_2box_10_10,KP,20,3,2box,1,1000,depth,mfavg,None,1,104,19115,9,21,16.4,14.02,9558,1704,17.83,0.32,2122,22.2,0.47,5732,59.97,1.3,17411,8.21,0.63,7.69,7.58,92.31,88,45,51.14,43,48.86,21.8,19.65,90.16,1.65,7.57,0.04,0.16,0.0,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1-1000_2box_10_10,KP,20,3,2box,1,1000,breadth,mfavg,None,1,104,13659,9,21,15.67,14.02,6830,790,11.57,0.31,1307,19.14,0.47,4733,69.3,1.52,12869,9.41,0.81,8.59,8.6,91.37,88,45,51.14,43,48.86,18.42,15.84,85.96,1.98,10.76,0.03,0.16,0.0,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.55
Forget20-KP_20_3_1-1000_2box_2_2,KP,20,3,2box,1,1000,depth,mof,None,1,90,11025,6,21,16.59,14.37,5513,694,12.59,0.32,2202,39.94,0.45,2617,47.47,1.3,10331,8.78,0.87,9.96,7.9,90.02,75,32,42.67,43,57.33,11.84,10.88,91.84,0.69,5.87,0.02,0.18,0.0,0.01,0.01,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1-1000_2box_2_2,KP,20,3,2box,1,1000,breadth,mof,None,1,90,7915,8,21,15.68,14.37,3958,277,7.0,0.32,1309,33.07,0.46,2372,59.93,1.48,7638,10.66,1.29,12.1,9.37,87.87,75,32,42.67,43,57.33,10.23,8.99,87.91,0.94,9.19,0.02,0.2,0.0,0.01,0.01,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1-1000_2box_2_2,KP,20,3,2box,1,1000,depth,mfavg,None,1,90,13449,7,21,16.35,16.19,6725,1043,15.51,0.32,1291,19.2,0.48,4391,65.29,1.24,12406,8.62,0.71,8.22,7.91,91.78,75,32,42.67,43,57.33,15.69,14.49,92.32,0.88,5.58,0.03,0.17,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1-1000_2box_2_2,KP,20,3,2box,1,1000,breadth,mfavg,None,1,90,11719,7,21,15.74,16.19,5860,673,11.48,0.31,927,15.82,0.48,4260,72.7,1.43,11046,9.73,0.86,8.84,8.87,91.12,75,32,42.67,43,57.33,16.07,14.34,89.21,1.35,8.42,0.02,0.14,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1-1000_2box_3_3,KP,20,3,2box,1,1000,depth,mof,None,1,139,22213,8,21,17.14,12.5,11107,1094,9.85,0.33,4504,40.55,0.46,5509,49.6,1.25,21119,8.45,0.66,7.77,7.79,92.18,94,47,50.0,47,50.0,24.7,21.99,89.03,2.04,8.27,0.07,0.29,0.0,0.01,0.03,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1-1000_2box_3_3,KP,20,3,2box,1,1000,breadth,mof,None,1,139,8851,7,21,15.99,12.5,4426,145,3.28,0.32,1809,40.87,0.45,2472,55.85,1.65,8706,10.84,1.22,11.3,9.61,88.69,94,47,50.0,47,50.0,12.43,10.58,85.09,1.55,12.48,0.03,0.21,0.0,0.01,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1-1000_2box_3_3,KP,20,3,2box,1,1000,depth,mfavg,None,1,139,30319,8,21,17.06,13.39,15160,3748,24.72,0.32,2831,18.67,0.47,8581,56.6,1.53,26571,9.54,1.26,13.21,8.28,86.83,94,47,50.0,47,50.0,40.03,36.39,90.91,2.82,7.05,0.09,0.22,0.0,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1-1000_2box_3_3,KP,20,3,2box,1,1000,breadth,mfavg,None,1,139,15729,8,21,16.08,13.39,7865,783,9.96,0.31,1538,19.55,0.46,5544,70.49,1.93,14946,11.98,1.81,15.1,10.17,84.86,94,47,50.0,47,50.0,26.81,23.44,87.45,2.92,10.89,0.04,0.16,0.0,0.01,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.5
Forget20-KP_20_3_1-1000_2box_4_4,KP,20,3,2box,1,1000,depth,mof,None,1,225,36901,8,21,16.95,13.04,18451,1965,10.65,0.32,5866,31.79,0.46,10620,57.56,1.37,34936,8.85,0.82,9.29,8.03,90.76,114,67,58.77,47,41.23,47.08,40.86,86.78,4.84,10.28,0.16,0.34,0.0,0.01,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.35
Forget20-KP_20_3_1-1000_2box_4_4,KP,20,3,2box,1,1000,breadth,mof,None,1,225,19231,8,21,16.05,13.03,9616,494,5.14,0.31,3130,32.55,0.49,5992,62.31,1.88,18737,10.78,1.24,11.53,9.54,88.47,114,67,58.77,47,41.23,31.4,25.23,80.35,4.99,15.9,0.14,0.43,0.0,0.01,0.03,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2147483647,0,0.0,0,0.35
